entry,at,order
"Uncalled bet of 100 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:52:20.744Z,176525234074400
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:52:19.937Z,176525233993700
"""failing235 @ -b3KrGCTsz"" bets 100",2025-12-09T03:52:18.315Z,176525233831500
"River: 4♥, J♥, A♣, Q♣ [K♠]",2025-12-09T03:52:16.794Z,176525233679400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:15.948Z,176525233594800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:14.983Z,176525233498300
"Turn: 4♥, J♥, A♣ [Q♣]",2025-12-09T03:52:14.508Z,176525233450800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:52:13.677Z,176525233367700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:12.776Z,176525233277600
"Flop:  [4♥, J♥, A♣]",2025-12-09T03:52:11.610Z,176525233161000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:52:10.803Z,176525233080300
"""Nate Higgers @ s9p1qZMXYl"" calls 100",2025-12-09T03:52:09.314Z,176525232931400
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:52:06.703Z,176525232670305
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:52:06.703Z,176525232670304
"Your hand is 8♠, 7♣",2025-12-09T03:52:06.703Z,176525232670303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (4050) | #2 ""Nate Higgers @ s9p1qZMXYl"" (15950)",2025-12-09T03:52:06.703Z,176525232670301
"-- starting hand #46 (id: vulnpcdggluu)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:52:06.703Z,176525232670300
"-- ending hand #45 --",2025-12-09T03:52:00.689Z,176525232068903
"""failing235 @ -b3KrGCTsz"" collected 600 from pot with Two Pair, 9's & 8's (combination: 9♠, 9♦, 8♠, 8♦, A♦)",2025-12-09T03:52:00.689Z,176525232068902
"""failing235 @ -b3KrGCTsz"" shows a J♥, A♦.",2025-12-09T03:52:00.689Z,176525232068901
"""Nate Higgers @ s9p1qZMXYl"" shows a 2♥, 5♠.",2025-12-09T03:52:00.689Z,176525232068900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:51:59.871Z,176525231987100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:51:58.876Z,176525231887600
"River: 8♠, 8♦, 9♠, 9♦ [2♦]",2025-12-09T03:51:56.633Z,176525231663300
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:51:55.785Z,176525231578500
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:51:54.791Z,176525231479100
"Turn: 8♠, 8♦, 9♠ [9♦]",2025-12-09T03:51:53.482Z,176525231348200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:51:52.641Z,176525231264100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:51:50.872Z,176525231087200
"Flop:  [8♠, 8♦, 9♠]",2025-12-09T03:51:49.029Z,176525230902900
"""Nate Higgers @ s9p1qZMXYl"" calls 300",2025-12-09T03:51:48.224Z,176525230822400
"""failing235 @ -b3KrGCTsz"" raises to 300",2025-12-09T03:51:46.681Z,176525230668100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:51:43.553Z,176525230355305
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:51:43.553Z,176525230355304
"Your hand is 2♥, 5♠",2025-12-09T03:51:43.553Z,176525230355303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (3750) | #2 ""Nate Higgers @ s9p1qZMXYl"" (16250)",2025-12-09T03:51:43.553Z,176525230355301
"-- starting hand #45 (id: pbwezaa3ey99)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:51:43.553Z,176525230355300
"-- ending hand #44 --",2025-12-09T03:51:37.510Z,176525229751003
"""Nate Higgers @ s9p1qZMXYl"" collected 12800 from pot with Pair, J's (combination: J♣, J♠, 10♦, 7♠, 4♥)",2025-12-09T03:51:37.510Z,176525229751002
"""Nate Higgers @ s9p1qZMXYl"" shows a J♣, J♠.",2025-12-09T03:51:37.510Z,176525229751001
"""failing235 @ -b3KrGCTsz"" shows a 9♥, K♠.",2025-12-09T03:51:37.510Z,176525229751000
"""Nate Higgers @ s9p1qZMXYl"" calls 5000",2025-12-09T03:51:36.698Z,176525229669800
"""failing235 @ -b3KrGCTsz"" raises to 5000",2025-12-09T03:51:34.525Z,176525229452500
"""Nate Higgers @ s9p1qZMXYl"" bets 2100",2025-12-09T03:51:29.193Z,176525228919300
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:51:19.853Z,176525227985300
"River: 4♥, 10♦, 3♥, 7♠ [2♠]",2025-12-09T03:51:14.938Z,176525227493800
"""failing235 @ -b3KrGCTsz"" calls 800",2025-12-09T03:51:14.127Z,176525227412700
"""Nate Higgers @ s9p1qZMXYl"" bets 800",2025-12-09T03:51:11.030Z,176525227103000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:51:07.767Z,176525226776700
"Turn: 4♥, 10♦, 3♥ [7♠]",2025-12-09T03:51:06.009Z,176525226600900
"""failing235 @ -b3KrGCTsz"" calls 300",2025-12-09T03:51:05.137Z,176525226513700
"""Nate Higgers @ s9p1qZMXYl"" bets 300",2025-12-09T03:51:02.455Z,176525226245500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:50:57.772Z,176525225777200
"Flop:  [4♥, 10♦, 3♥]",2025-12-09T03:50:55.450Z,176525225545000
"""failing235 @ -b3KrGCTsz"" calls 300",2025-12-09T03:50:54.638Z,176525225463800
"""Nate Higgers @ s9p1qZMXYl"" raises to 300",2025-12-09T03:50:53.660Z,176525225366000
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:50:50.022Z,176525225002205
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:50:50.022Z,176525225002204
"Your hand is J♣, J♠",2025-12-09T03:50:50.022Z,176525225002203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (10150) | #2 ""Nate Higgers @ s9p1qZMXYl"" (9850)",2025-12-09T03:50:50.022Z,176525225002201
"-- starting hand #44 (id: zyar2iuukkvz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:50:50.022Z,176525225002200
"Undealt cards:  [7♣, 7♥, A♣, J♠, 2♦]",2025-12-09T03:50:44.938Z,176525224493800
"-- ending hand #43 --",2025-12-09T03:50:44.111Z,176525224411102
"""Nate Higgers @ s9p1qZMXYl"" collected 100 from pot",2025-12-09T03:50:44.111Z,176525224411101
"Uncalled bet of 50 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:50:44.111Z,176525224411100
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:50:43.287Z,176525224328700
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:50:42.150Z,176525224215005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:50:42.150Z,176525224215004
"Your hand is 6♦, 3♠",2025-12-09T03:50:42.150Z,176525224215003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (10200) | #2 ""Nate Higgers @ s9p1qZMXYl"" (9800)",2025-12-09T03:50:42.150Z,176525224215001
"-- starting hand #43 (id: 2ermlesovu6k)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:50:42.150Z,176525224215000
"Undealt cards: 5♣, 8♦, 2♥, K♣ [4♠]",2025-12-09T03:50:37.589Z,176525223758900
"-- ending hand #42 --",2025-12-09T03:50:36.239Z,176525223623902
"""Nate Higgers @ s9p1qZMXYl"" collected 200 from pot",2025-12-09T03:50:36.239Z,176525223623901
"Uncalled bet of 100 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:50:36.239Z,176525223623900
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:50:35.434Z,176525223543400
"""Nate Higgers @ s9p1qZMXYl"" bets 100",2025-12-09T03:50:34.272Z,176525223427200
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:50:29.737Z,176525222973700
"Turn: 5♣, 8♦, 2♥ [K♣]",2025-12-09T03:50:29.044Z,176525222904400
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:50:28.239Z,176525222823900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:50:26.577Z,176525222657700
"Flop:  [5♣, 8♦, 2♥]",2025-12-09T03:50:25.288Z,176525222528800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:50:24.485Z,176525222448500
"""Nate Higgers @ s9p1qZMXYl"" calls 100",2025-12-09T03:50:23.133Z,176525222313300
"""failing235 @ -b3KrGCTsz"" posts a big blind of 100",2025-12-09T03:50:20.361Z,176525222036105
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 50",2025-12-09T03:50:20.361Z,176525222036104
"Your hand is 10♣, 2♦",2025-12-09T03:50:20.361Z,176525222036103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (10300) | #2 ""Nate Higgers @ s9p1qZMXYl"" (9700)",2025-12-09T03:50:20.361Z,176525222036101
"-- starting hand #42 (id: baek4lrd8ryz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:50:20.361Z,176525222036100
"Undealt cards: 6♠, J♦, 7♣ [4♦, 10♣]",2025-12-09T03:50:15.436Z,176525221543600
"-- ending hand #41 --",2025-12-09T03:50:14.431Z,176525221443102
"""failing235 @ -b3KrGCTsz"" collected 600 from pot",2025-12-09T03:50:14.431Z,176525221443101
"Uncalled bet of 400 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:50:14.431Z,176525221443100
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:50:13.605Z,176525221360500
"""failing235 @ -b3KrGCTsz"" bets 400",2025-12-09T03:50:12.395Z,176525221239500
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:50:08.342Z,176525220834200
"Flop:  [6♠, J♦, 7♣]",2025-12-09T03:50:01.608Z,176525220160800
"""Nate Higgers @ s9p1qZMXYl"" calls 300",2025-12-09T03:50:00.767Z,176525220076700
"""failing235 @ -b3KrGCTsz"" raises to 300",2025-12-09T03:49:57.930Z,176525219793000
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:49:55.011Z,176525219501107
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:49:55.011Z,176525219501106
"Your hand is 2♥, K♠",2025-12-09T03:49:55.011Z,176525219501105
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (10000) | #2 ""Nate Higgers @ s9p1qZMXYl"" (10000)",2025-12-09T03:49:55.011Z,176525219501103
"The player ""Nate Higgers @ s9p1qZMXYl"" joined the game with a stack of 10000.",2025-12-09T03:49:55.011Z,176525219501102
"The player ""failing235 @ -b3KrGCTsz"" joined the game with a stack of 10000.",2025-12-09T03:49:55.011Z,176525219501101
"-- starting hand #41 (id: nioglyqn86e5)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:49:55.011Z,176525219501100
"The admin updated the player ""Nate Higgers @ s9p1qZMXYl"" stack from 8000 to 10000.",2025-12-09T03:49:52.136Z,176525219213601
"WARNING: the admin queued the stack change for the player ""Nate Higgers @ s9p1qZMXYl"" adding 2000 chips in the next hand.",2025-12-09T03:49:52.136Z,176525219213600
"The admin approved the player ""failing235 @ -b3KrGCTsz"" participation with a stack of 10000.",2025-12-09T03:49:48.364Z,176525218836401
"The player ""failing235 @ -b3KrGCTsz"" requested a seat.",2025-12-09T03:49:48.364Z,176525218836400
"The player ""failing235 @ -b3KrGCTsz"" quits the game with a stack of 0.",2025-12-09T03:49:43.921Z,176525218392100
"-- ending hand #40 --",2025-12-09T03:49:37.826Z,176525217782601
"""Nate Higgers @ s9p1qZMXYl"" collected 1900 from pot with Two Pair, Q's & 10's (combination: Q♥, Q♣, 10♦, 10♣, J♣)",2025-12-09T03:49:37.826Z,176525217782600
"River: 10♦, J♣, Q♣, 3♠ [10♣]",2025-12-09T03:49:33.823Z,176525217382300
"Turn: 10♦, J♣, Q♣ [3♠]",2025-12-09T03:49:29.818Z,176525216981800
"Flop:  [10♦, J♣, Q♣]",2025-12-09T03:49:25.768Z,176525216576800
"""Nate Higgers @ s9p1qZMXYl"" shows a 7♦, Q♥.",2025-12-09T03:49:21.763Z,176525216176301
"""failing235 @ -b3KrGCTsz"" shows a 8♠, A♥.",2025-12-09T03:49:21.763Z,176525216176300
"Some players choose to not run it twice.",2025-12-09T03:49:20.955Z,176525216095501
"""failing235 @ -b3KrGCTsz"" chooses to not run it twice.",2025-12-09T03:49:20.955Z,176525216095500
"""Nate Higgers @ s9p1qZMXYl"" chooses to  run it twice.",2025-12-09T03:49:20.578Z,176525216057800
"Remaining players decide whether to run it twice.",2025-12-09T03:49:18.424Z,176525215842401
"""Nate Higgers @ s9p1qZMXYl"" calls 950",2025-12-09T03:49:18.424Z,176525215842400
"""failing235 @ -b3KrGCTsz"" raises to 950 and go all in",2025-12-09T03:48:50.289Z,176525213028900
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 100",2025-12-09T03:48:31.744Z,176525211174409
"""failing235 @ -b3KrGCTsz"" posts a small blind of 50",2025-12-09T03:48:31.744Z,176525211174408
"Your hand is 7♦, Q♥",2025-12-09T03:48:31.744Z,176525211174407
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (950) | #2 ""Nate Higgers @ s9p1qZMXYl"" (7050)",2025-12-09T03:48:31.744Z,176525211174405
"-- starting hand #40 (id: 1yok2k4uwyye)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:48:31.744Z,176525211174404
"The game's ante was changed from 0 to 0.",2025-12-09T03:48:31.744Z,176525211174403
"The game's big blind was changed from 20 to 100.",2025-12-09T03:48:31.744Z,176525211174402
"The game's small blind was changed from 10 to 50.",2025-12-09T03:48:31.744Z,176525211174401
"Game Config Changes
* blind schedule: L1: 10/20 » L1: 50/100
* Restart Blind Schedule at Level: none » 1",2025-12-09T03:48:31.744Z,176525211174400
"-- ending hand #39 --",2025-12-09T03:48:25.737Z,176525210573703
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot with Pair, 4's (combination: 4♠, 4♦, K♦, 10♦, 8♦)",2025-12-09T03:48:25.737Z,176525210573702
"""Nate Higgers @ s9p1qZMXYl"" shows a K♦, 6♠.",2025-12-09T03:48:25.737Z,176525210573701
"""failing235 @ -b3KrGCTsz"" shows a 2♥, 9♠.",2025-12-09T03:48:25.737Z,176525210573700
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:48:24.924Z,176525210492400
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:48:23.755Z,176525210375500
"River: 4♠, 3♠, 4♦, 10♦ [8♦]",2025-12-09T03:48:22.861Z,176525210286100
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:48:21.979Z,176525210197900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:48:21.126Z,176525210112600
"Turn: 4♠, 3♠, 4♦ [10♦]",2025-12-09T03:48:12.116Z,176525209211600
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:48:11.285Z,176525209128500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:48:10.328Z,176525209032800
"Flop:  [4♠, 3♠, 4♦]",2025-12-09T03:48:08.651Z,176525208865100
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:48:07.803Z,176525208780300
"""Nate Higgers @ s9p1qZMXYl"" calls 20",2025-12-09T03:48:05.938Z,176525208593800
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:48:03.463Z,176525208346305
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:48:03.463Z,176525208346304
"Your hand is K♦, 6♠",2025-12-09T03:48:03.463Z,176525208346303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (970) | #2 ""Nate Higgers @ s9p1qZMXYl"" (7030)",2025-12-09T03:48:03.463Z,176525208346301
"-- starting hand #39 (id: 5i2swpzvyfvi)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:48:03.463Z,176525208346300
"Undealt cards: K♣, 2♣, 5♦, 8♦ [10♦]",2025-12-09T03:47:59.010Z,176525207901000
"-- ending hand #38 --",2025-12-09T03:47:57.553Z,176525207755302
"""failing235 @ -b3KrGCTsz"" collected 140 from pot",2025-12-09T03:47:57.553Z,176525207755301
"Uncalled bet of 80 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:47:57.553Z,176525207755300
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:47:56.707Z,176525207670700
"""failing235 @ -b3KrGCTsz"" bets 80",2025-12-09T03:47:47.563Z,176525206756300
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:47:44.878Z,176525206487800
"Turn: K♣, 2♣, 5♦ [8♦]",2025-12-09T03:47:43.137Z,176525206313700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:47:42.318Z,176525206231800
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:47:40.220Z,176525206022000
"Flop:  [K♣, 2♣, 5♦]",2025-12-09T03:47:34.532Z,176525205453200
"""Nate Higgers @ s9p1qZMXYl"" calls 70",2025-12-09T03:47:33.655Z,176525205365500
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:47:31.427Z,176525205142700
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:47:29.173Z,176525204917305
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:47:29.173Z,176525204917304
"Your hand is 2♥, Q♥",2025-12-09T03:47:29.173Z,176525204917303
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (900) | #2 ""Nate Higgers @ s9p1qZMXYl"" (7100)",2025-12-09T03:47:29.173Z,176525204917301
"-- starting hand #38 (id: a1qkl0cxovnf)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:47:29.173Z,176525204917300
"-- ending hand #37 --",2025-12-09T03:47:23.170Z,176525204317003
"""Nate Higgers @ s9p1qZMXYl"" collected 560 from pot with A High (combination: A♥, Q♠, J♥, 10♣, 7♠)",2025-12-09T03:47:23.170Z,176525204317002
"""Nate Higgers @ s9p1qZMXYl"" shows a 10♣, J♥.",2025-12-09T03:47:23.170Z,176525204317001
"""failing235 @ -b3KrGCTsz"" shows a 4♠, 9♠.",2025-12-09T03:47:23.170Z,176525204317000
"""Nate Higgers @ s9p1qZMXYl"" calls 170",2025-12-09T03:47:22.357Z,176525204235700
"""failing235 @ -b3KrGCTsz"" bets 170",2025-12-09T03:47:15.252Z,176525203525200
"River: Q♠, 5♥, A♥, 3♣ [7♠]",2025-12-09T03:47:09.720Z,176525202972000
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:47:08.905Z,176525202890500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:47:06.592Z,176525202659200
"Turn: Q♠, 5♥, A♥ [3♣]",2025-12-09T03:47:01.390Z,176525202139000
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:47:00.520Z,176525202052000
"""Nate Higgers @ s9p1qZMXYl"" bets 55",2025-12-09T03:46:59.635Z,176525201963500
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:46:56.290Z,176525201629000
"Flop:  [Q♠, 5♥, A♥]",2025-12-09T03:46:55.426Z,176525201542600
"""failing235 @ -b3KrGCTsz"" calls 55",2025-12-09T03:46:54.615Z,176525201461500
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:46:53.736Z,176525201373600
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:46:50.936Z,176525201093605
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:46:50.936Z,176525201093604
"Your hand is 10♣, J♥",2025-12-09T03:46:50.936Z,176525201093603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1180) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6820)",2025-12-09T03:46:50.936Z,176525201093601
"-- starting hand #37 (id: ldwlokhb3hyr)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:46:50.936Z,176525201093600
"-- ending hand #36 --",2025-12-09T03:46:44.963Z,176525200496302
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:46:44.963Z,176525200496301
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:46:44.963Z,176525200496300
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:46:44.131Z,176525200413100
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:46:43.132Z,176525200313205
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:46:43.132Z,176525200313204
"Your hand is 7♥, 10♥",2025-12-09T03:46:43.132Z,176525200313203
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1190) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6810)",2025-12-09T03:46:43.132Z,176525200313201
"-- starting hand #36 (id: 2mowre5afzmo)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:46:43.132Z,176525200313200
"-- ending hand #35 --",2025-12-09T03:46:40.128Z,176525200012802
"""Nate Higgers @ s9p1qZMXYl"" collected 120 from pot",2025-12-09T03:46:40.128Z,176525200012801
"Uncalled bet of 100 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:46:40.128Z,176525200012800
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:46:39.229Z,176525199922900
"""Nate Higgers @ s9p1qZMXYl"" bets 100",2025-12-09T03:46:37.959Z,176525199795900
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:46:30.345Z,176525199034500
"River: 8♥, 4♦, 2♥, K♦ [8♦]",2025-12-09T03:46:29.555Z,176525198955500
"""failing235 @ -b3KrGCTsz"" calls 40",2025-12-09T03:46:28.727Z,176525198872700
"""Nate Higgers @ s9p1qZMXYl"" bets 40",2025-12-09T03:46:27.798Z,176525198779800
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:46:24.897Z,176525198489700
"Turn: 8♥, 4♦, 2♥ [K♦]",2025-12-09T03:46:21.076Z,176525198107600
"""Nate Higgers @ s9p1qZMXYl"" checks",2025-12-09T03:46:20.260Z,176525198026000
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:46:14.020Z,176525197402000
"Flop:  [8♥, 4♦, 2♥]",2025-12-09T03:46:13.107Z,176525197310700
"""failing235 @ -b3KrGCTsz"" checks",2025-12-09T03:46:12.295Z,176525197229500
"""Nate Higgers @ s9p1qZMXYl"" calls 20",2025-12-09T03:46:08.360Z,176525196836000
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:46:05.461Z,176525196546105
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:46:05.461Z,176525196546104
"Your hand is 6♣, K♠",2025-12-09T03:46:05.461Z,176525196546103
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1250) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6750)",2025-12-09T03:46:05.461Z,176525196546101
"-- starting hand #35 (id: zh6jjg4igtmm)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:46:05.461Z,176525196546100
"""failing235 @ -b3KrGCTsz"" shows a A♦.",2025-12-09T03:46:01.255Z,176525196125500
"-- ending hand #34 --",2025-12-09T03:45:58.832Z,176525195883202
"""failing235 @ -b3KrGCTsz"" collected 40 from pot",2025-12-09T03:45:58.832Z,176525195883201
"Uncalled bet of 50 returned to ""failing235 @ -b3KrGCTsz""",2025-12-09T03:45:58.832Z,176525195883200
"""Nate Higgers @ s9p1qZMXYl"" folds",2025-12-09T03:45:58.011Z,176525195801100
"""failing235 @ -b3KrGCTsz"" raises to 70",2025-12-09T03:45:52.740Z,176525195274000
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:45:48.826Z,176525194882605
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:45:48.826Z,176525194882604
"Your hand is Q♥, 2♦",2025-12-09T03:45:48.826Z,176525194882603
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1230) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6770)",2025-12-09T03:45:48.826Z,176525194882601
"-- starting hand #34 (id: ynw8ewhj7tlg)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:45:48.826Z,176525194882600
"-- ending hand #33 --",2025-12-09T03:45:42.845Z,176525194284502
"""Nate Higgers @ s9p1qZMXYl"" collected 40 from pot",2025-12-09T03:45:42.845Z,176525194284501
"Uncalled bet of 35 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:45:42.845Z,176525194284500
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:45:42.029Z,176525194202900
"""Nate Higgers @ s9p1qZMXYl"" raises to 55",2025-12-09T03:45:35.239Z,176525193523900
"""failing235 @ -b3KrGCTsz"" posts a big blind of 20",2025-12-09T03:45:25.788Z,176525192578805
"""Nate Higgers @ s9p1qZMXYl"" posts a small blind of 10",2025-12-09T03:45:25.788Z,176525192578804
"Your hand is 5♥, 5♦",2025-12-09T03:45:25.788Z,176525192578803
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1250) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6750)",2025-12-09T03:45:25.788Z,176525192578801
"-- starting hand #33 (id: ki8fq6ujewtz)  (No Limit Texas Hold'em) (dealer: ""Nate Higgers @ s9p1qZMXYl"") --",2025-12-09T03:45:25.788Z,176525192578800
"-- ending hand #32 --",2025-12-09T03:45:19.829Z,176525191982902
"""Nate Higgers @ s9p1qZMXYl"" collected 20 from pot",2025-12-09T03:45:19.829Z,176525191982901
"Uncalled bet of 10 returned to ""Nate Higgers @ s9p1qZMXYl""",2025-12-09T03:45:19.829Z,176525191982900
"""failing235 @ -b3KrGCTsz"" folds",2025-12-09T03:45:18.990Z,176525191899000
"""Nate Higgers @ s9p1qZMXYl"" posts a big blind of 20",2025-12-09T03:45:17.780Z,176525191778005
"""failing235 @ -b3KrGCTsz"" posts a small blind of 10",2025-12-09T03:45:17.780Z,176525191778004
"Your hand is 5♥, 10♥",2025-12-09T03:45:17.780Z,176525191778003
"Player stacks: #1 ""failing235 @ -b3KrGCTsz"" (1260) | #2 ""Nate Higgers @ s9p1qZMXYl"" (6740)",2025-12-09T03:45:17.780Z,176525191778001
"-- starting hand #32 (id: xefp08u98qnj)  (No Limit Texas Hold'em) (dealer: ""failing235 @ -b3KrGCTsz"") --",2025-12-09T03:45:17.780Z,176525191778000
"""failing235 @ -b3KrGCTsz"" shows a 4♠.",2025-12-09T03:45:13.219Z,176525191321900
"-- ending hand #31 --",2025-12-09T03:45:11.173Z,176525191117302
